,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
1382,1577,378,Ianc Silurv,24,Light Crossbow,Weapons,Paypal,3,25.0,2022-03-07 03:40:32,United States,Jacksonville,Blacksmithery.com,190,Y,
1383,1578,932,Aurs Begheste,4,Hide,Armor,Google pay,9,10.0,2022-05-05 10:18:38,Japan,Tokyo,Amazon.com,195,Y,
1384,1579,847,Acan Bucayon,3,Studded Leather,Armor,Cash app,3,45.0,2022-04-12 07:02:21,China,Foshan,Blacksmithery.com,179,N,Insuffecient Funds
1385,1580,669,Ppeb Malimad,80,Crowbar,Gear,Gift card,5,2.0,2022-03-20 05:29:36,Indonesia,Jakarta,Blacksmithery.com,217,Y,
1386,1581,332,Ifuthig Gesst,12,Plate,Armor,Apple pay,8,1500.0,2022-06-06 10:55:16,United States,Chicago,Etsy.com,192,Y,
1387,1582,490,Ncencer Imitin,23,Spear,Weapons,Credit Card,9,10.0,2022-07-08 09:30:36,China,Lu’an,Amazon.com,209,N,Card reported stolen
1388,1583,414,Therth Ondul,84,Yew Wand (Druidic Focus),Gear,Gift card,1,10.0,2022-05-13 08:08:08,Pakistan,Lahore,Amazon.com,218,Y,
1389,1585,960,Ared Iabli,4,Hide,Armor,Credit Card,7,10.0,2022-08-16 21:44:23,United States,Laredo,yeoldestore.com,210,Y,
1390,1586,101,Didr Tasorhans,39,Rapier,Weapons,Paypal,5,25.0,2022-01-19 09:45:13,India,Delhi,Blacksmithery.com,191,N,Insuffecient Funds
1391,1587,778,Ulven Edoweeri,41,Shortsword,Weapons,Cash app,6,10.0,2022-04-02 12:21:22,United States,Chicago,yeoldestore.com,180,N,Insuffecient Funds
1392,1588,799,Iner Thonedec,50,Net,Weapons,Gift card,4,1.0,2022-05-25 22:50:01,South Korea,Busan,Hardhat.com,219,N,Failed to Authenticate buyer
1393,1589,522,Titoud Tocatayol,59,Orb (Arcane Focus),Gear,Google pay,1,20.0,2022-07-02 20:07:24,India,Chennai,LarpersTrove.com,196,Y,
1394,1590,755,Thato Hiflym,69,Caltrops (20),Gear,Souls of my Enemys,3,10.0,2022-08-02 22:22:29,China,Shanghai,LarpersTrove.com,201,N,Soul type not excepted
1395,1592,902,Shamended Theso,98,Bullseye Lantern,Gear,Cash app,8,10.0,2022-04-30 08:33:37,China,Fuyang,Walmart.com,182,N,Failed to Authenticate buyer
1396,1594,223,Heerext Men,37,Morningstar,Weapons,Cash app,6,15.0,2022-05-16 19:01:31,China,Beijing,Amazon.com,183,Y,
1397,1596,71,Wackn Dlld,70,Candle,Gear,Credit Card,1,1.0,2022-03-30 07:52:35,United States,New York,yeoldestore.com,211,Y,
1398,1597,517,Thisurse Ofi,63,Backpack,Gear,Venmo,5,20.0,2022-08-04 01:06:19,China,Zhengzhou,Blacksmithery.com,196,Y,
1399,1598,980,Dicld Ffenandee,2,Leather,Armor,Google pay,9,10.0,2022-07-13 00:43:15,China,Qujing,Hardhat.com,197,N,Insuffecient Funds
1400,1599,853,Avealeds Lorvesth,4,Hide,Armor,Apple pay,1,10.0,2022-07-18 17:58:37,United States,Los Angeles,Blacksmithery.com,193,Y,
1401,1600,804,Tionsho Ore,83,Wooden Staff (Druidic Focus),Gear,Google pay,7,5.0,2022-05-30 21:25:27,Bangladesh,Dhaka,Etsy.com,198,Y,
1402,1601,147,Toubl Gura,7,Breastplate,Armor,Apple pay,8,400.0,2022-03-26 17:36:24,Japan,Tokyo,Amazon.com,194,N,Payment site timed out
1403,1602,766,Arn Rsce,32,Greatsword,Weapons,Cash app,1,50.0,2022-03-12 09:55:12,India,Delhi,Hardhat.com,184,Y,
1404,1604,662,Ourero Fitufe,29,Flail,Weapons,Paypal,7,10.0,2022-06-17 19:42:59,United States,Brooklyn,Amazon.com,193,N,Insuffecient Funds
1405,1605,792,Olyouc Hean,76,Costume Clothes,Gear,Venmo,8,15.0,2022-02-03 19:29:56,Japan,Tokyo,LarpersTrove.com,197,Y,
1406,1606,305,Fei Cuange,85,Grappling Hook,Gear,Souls of my Enemys,2,2.0,2022-07-09 02:53:00,United States,Dallas,Hardhat.com,202,N,Soul type not excepted
1407,1607,34,Omathed Decorongh,77,Fine Clothes,Gear,Venmo,3,150.0,2022-03-23 21:02:03,China,Zhengzhou,Blacksmithery.com,198,Y,
1408,1608,260,Isthelde Wepac,54,Blowgun Needles (50),Gear,Cash app,6,10.0,2022-01-26 08:10:26,United States,Miami,yeoldestore.com,185,N,Insuffecient Funds
1409,1609,716,Thithexc Seteceal,99,Hooded Lantern,Gear,Cash app,8,5.0,2022-07-11 16:08:49,China,Shenzhen,Amazon.com,186,Y,
1410,1610,923,Hert Saheap,65,Bedroll,Gear,Google pay,4,1000.0,2022-04-02 02:07:39,China,Tai’an,yeoldestore.com,199,N,Failed to Authenticate buyer
1411,1611,212,Fongns Want,34,Lance,Weapons,Paypal,4,10.0,2022-07-14 02:16:23,Japan,Ōsaka,Hardhat.com,194,Y,
1412,1612,863,Chinte Cari,101,Basic Poison (Vial),Gear,Paypal,10,100.0,2022-03-10 10:14:33,China,Shanghai,Walmart.com,195,N,Insuffecient Funds
1413,1616,709,Apr Wora,18,Javelin,Weapons,Souls of my Enemys,3,5.0,2022-05-10 16:28:18,Congo (Kinshasa),Kinshasa,LarpersTrove.com,204,N,Soul type not excepted
1414,1617,528,Felld Tonsimes,93,Hourglass,Gear,Gift card,6,25.0,2022-07-24 22:21:01,Vietnam,Ho Chi Minh City,Hardhat.com,220,N,Failed to Authenticate buyer
1415,1618,324,Coman Bilealard,51,Acid (vial),Gear,Cash app,6,25.0,2022-05-20 11:36:59,United States,Manhattan,Blacksmithery.com,189,N,Payment site timed out
1416,1619,727,Wiedi Vit,70,Candle,Gear,Venmo,4,1.0,2022-02-15 05:30:24,United States,Jacksonville,Walmart.com,199,Y,
1417,1620,367,Dexilstaw Toour,72,Chalk (10 piece),Gear,Souls of my Enemys,1,1.0,2022-06-20 07:11:25,Rassia,Moscow,yeoldestore.com,205,N,Insuffecient Souls
1418,1621,890,Code Pouni,78,Traveler's Clothes,Gear,Credit Card,10,20.0,2022-03-24 21:23:35,Brazil,São Paulo,Etsy.com,212,N,Incorrect CCV
1419,1622,641,Sthectier Gansi,25,Dart,Weapons,Apple pay,7,0.5,2022-05-09 04:38:43,United States,Los Angeles,yeoldestore.com,196,N,Insuffecient Funds
1420,1623,74,Icoremisu Ronlys,20,Mace,Weapons,Cash app,3,5.0,2022-01-30 01:24:58,Argentina,Buenos Aires,Etsy.com,190,N,Failed to Authenticate buyer
1421,1624,711,Atugint Thitai,7,Breastplate,Armor,Gift card,8,400.0,2022-04-12 06:17:06,Egypt,Cairo,Amazon.com,221,Y,
1422,1626,158,Inon 4 Jupacic,88,Healer's Kit,Gear,Gift card,7,5.0,2022-01-02 01:04:55,India,Delhi,Hardhat.com,222,Y,
1423,1628,22,Okstethe0e Ph8homas,83,Wooden Staff (Druidic Focus),Gear,Souls of my Enemys,10,5.0,2022-07-25 14:54:10,United States,Los Angeles,Etsy.com,206,N,Insuffecient Souls
1424,1629,322,Tinyin Therath,12,Plate,Armor,Cash app,5,1500.0,2022-05-16 11:15:25,Brazil,São Paulo,yeoldestore.com,192,Y,
1425,1631,448,Nfecen Tietural,31,Greataxe,Weapons,Credit Card,9,50.0,2022-06-24 04:33:12,United States,Philadelphia,yeoldestore.com,213,Y,
1426,1632,911,Thofenex Mant,24,Light Crossbow,Weapons,Gift card,10,25.0,2022-01-31 13:40:08,Japan,Tokyo,yeoldestore.com,223,Y,
1427,1634,749,Tof Wensa,75,Common Clothes,Gear,Credit Card,4,5.0,2022-01-04 01:25:12,India,Murbai,Hardhat.com,214,N,Card Type Not Supported
1428,1635,331,Funiasi Thoo,78,Traveler's Clothes,Gear,Cash app,7,20.0,2022-06-25 02:33:06,China,Shangrao,Hardhat.com,193,Y,
1429,1636,819,Taron Ndseendus,78,Traveler's Clothes,Gear,Cash app,4,20.0,2022-04-20 17:37:20,France,Paris,Hardhat.com,194,Y,
1430,1637,492,Wandiavit Duers,3,Studded Leather,Armor,Cash app,4,45.0,2022-08-07 14:49:50,Iran,Tehran,Hardhat.com,195,Y,
1431,1638,965,Ftoury Ythin,99,Hooded Lantern,Gear,Paypal,5,5.0,2022-03-01 05:43:12,United States,Atlanta,Hardhat.com,196,N,Insuffecient Funds
1432,1639,786,Sesti Sederedu,80,Crowbar,Gear,Souls of my Enemys,5,2.0,2022-01-09 12:00:18,China,Jiamusi,LarpersTrove.com,208,Y,
1433,1640,4,Nveto Reil,2,Leather,Armor,Cash app,1,10.0,2022-01-21 19:59:22,Turkey,Istanbul,Walmart.com,196,N,Payment site timed out
1434,1641,596,Oiti Brore,55,Crossbow Bolts (20),Gear,Cash app,7,10.0,2022-03-02 04:33:17,United States,Detroit,Blacksmithery.com,197,N,Insuffecient Funds
1435,1642,380,Olostomin Theselep,79,Component Pouch,Gear,Venmo,3,25.0,2022-06-06 12:12:49,United States,Miami,Amazon.com,201,Y,
1436,1643,195,Attise Geshora,79,Component Pouch,Gear,Cash app,2,25.0,2022-07-27 19:14:36,Indonesia,Jakarta,LarpersTrove.com,198,Y,
1437,1644,510,Abyof Owatrenw,83,Wooden Staff (Druidic Focus),Gear,Credit Card,10,5.0,2022-02-22 07:41:53,United States,New York,Hardhat.com,215,N,Insuffecient Funds
1438,1645,469,Vedad Biarmpli,41,Shortsword,Weapons,Gift card,2,10.0,2022-02-26 05:48:09,United States,Los Angeles,yeoldestore.com,224,N,Payment site timed out
1439,1646,347,Hendei Ath,18,Javelin,Weapons,Google pay,9,5.0,2022-01-22 06:54:36,United States,Miami,Amazon.com,201,N,Failed to Authenticate buyer
1440,1647,516,Rcerermp Her,12,Plate,Armor,Venmo,3,1500.0,2022-02-09 10:07:04,China,Kunming,yeoldestore.com,202,N,Failed to Authenticate buyer
1441,1648,683,Dles Thie,26,Shortbow,Weapons,Gift card,2,25.0,2022-04-09 22:36:11,United States,Miami,Amazon.com,225,Y,
1442,1649,469,Vedad Biarmpli,70,Candle,Gear,Credit Card,8,1.0,2022-03-26 20:08:09,United States,Los Angeles,Walmart.com,216,Y,
1443,1650,335,Uipalth Irerinsale,5,Chain Shirt,Armor,Cash app,7,50.0,2022-02-23 11:29:11,United States,New York,yeoldestore.com,199,Y,
1444,1651,732,Ovinkenane Ofisci,4,Hide,Armor,Credit Card,7,10.0,2022-01-01 18:32:14,India,Mumbai,Amazon.com,217,Y,
1445,1652,861,Rombo Mofop,79,Component Pouch,Gear,Venmo,7,25.0,2022-03-21 13:06:20,Russia,Moscow,Hardhat.com,203,N,Payment site timed out
1446,1653,442,Oduep Aprothi,12,Plate,Armor,Gift card,5,1500.0,2022-06-19 03:09:00,United States,New York,Etsy.com,226,N,Insuffecient Funds
1447,1654,568,Tichieryo Mis,62,Wand (Arcane Focus),Gear,Google pay,3,10.0,2022-03-17 10:06:04,United States,New York,LarpersTrove.com,202,Y,
1448,1655,966,Atuin Pthec,103,Rations (1 day),Gear,Paypal,5,5.0,2022-03-23 02:17:52,United States,Los Angeles,Hardhat.com,197,N,Payment site timed out
1449,1656,995,Sefral Amede,18,Javelin,Weapons,Google pay,8,5.0,2022-02-25 09:53:46,Sudan,Khartoum,Etsy.com,203,N,Payment site timed out
1450,1657,548,Incalt Wabos,20,Mace,Weapons,Venmo,9,5.0,2022-07-09 00:37:16,Unixed States,Chicago,Walmart.com,204,N,Payment site timed out
1451,1658,701,Onghicha Amoffifor,108,Vial,Gear,Cash app,5,1.0,2022-05-05 14:15:09,India,Delhi,yeoldestore.com,200,Y,
1452,1659,25,Nicond Iond,73,Chest,Gear,Paypal,7,5.0,2022-03-22 20:53:31,China,Renqiu,Etsy.com,198,N,Insuffecient Funds
1453,1660,329,Idichel Thbeadut,81,Sprig of Mistletoe (Druidic Focus),Gear,Souls of my Enemys,10,1.0,2022-02-11 19:17:45,Indonesia,Jakarta,Walmart.com,209,Y,
1454,1661,329,Idichel Thbeadut,14,Club,Weapons,Apple pay,6,1.0,2022-06-15 18:26:25,Indonesia,Jakarta,Hardhat.com,197,Y,
1455,1663,618,Stressesti Ifro,22,Sickle,Weapons,Apple pay,3,1.0,2022-06-29 15:25:06,Thailand,Bangkok,Etsy.com,199,Y,
1456,1664,645,Whespl Belyo,77,Fine Clothes,Gear,Apple pay,8,150.0,2022-05-07 21:40:51,China,Beijing,LarpersTrove.com,200,Y,
1457,1665,538,Stin Hecateri,52,Alchemist's Fire (flask),Gear,Venmo,1,50.0,2022-01-10 00:55:19,India,Mumbai,LarpersTrove.com,205,N,None
1458,1666,984,Nesey Itse,65,Bedroll,Gear,Venmo,2,1000.0,2022-04-19 02:55:38,United States,Miami,Etsy.com,206,Y,
1459,1668,59,Weefrorisi Hizexi,70,Candle,Gear,Cash app,4,1.0,2022-05-26 01:14:44,China,Fuzhou,Etsy.com,201,N,Insuffecient Funds
1460,1669,987,Qulcaf Foid,3,Studded Leather,Armor,Cash app,6,45.0,2022-08-03 21:52:34,Indonesia,Jakarta,Blacksmithery.com,202,N,Failed to Authenticate buyer
1461,1670,364,Bontheenc Peveca,58,Crystal (Arcane Focus),Gear,Gift card,6,10.0,2022-03-24 02:06:00,Brazil,Rio de Janeiro,LarpersTrove.com,228,N,Insuffecient Funds
1462,1671,82,Hesoli Slathicc,68,Bucket,Gear,Apple pay,5,1.5,2022-01-17 14:33:36,China,Hengyang,Etsy.com,201,Y,
1463,1672,360,Ayesu Dve,70,Candle,Gear,Google pay,6,1.0,2022-05-09 01:59:27,China,Handan,Hardhat.com,204,N,Failed to Authenticate buyer
1464,1673,567,Acomeh Heio,28,Battleaxe,Weapons,Gift card,2,10.0,2022-05-12 18:22:49,United States,Los Angeles,LarpersTrove.com,229,Y,
1465,1674,668,Chengn Edacriget,81,Sprig of Mistletoe (Druidic Focus),Gear,Cash app,5,1.0,2022-04-14 00:14:29,Tanzania,Dar es Salaam,LarpersTrove.com,203,N,Failed to Authenticate buyer
1466,1676,300,Fecket Bers,10,Chain Mail,Armor,Paypal,7,75.0,2022-06-11 11:16:45,China,Shuyangzha,yeoldestore.com,199,N,Insuffecient Funds
1467,1677,976,Trat Atelstr,21,Quarterstaff,Weapons,Apple pay,3,2.0,2022-04-04 16:33:44,China,Chengdu,Amazon.com,202,Y,
1468,1678,117,Meren Hopa,26,Shortbow,Weapons,Apple pay,6,25.0,2022-01-15 20:33:13,Japan,Tokyo,LarpersTrove.com,203,N,Payment site timed out
1469,1679,542,Tin Fealeri,85,Grappling Hook,Gear,Credit Card,9,2.0,2022-04-18 14:34:34,United States,Atlanta,Amazon.com,218,N,Incorrect CCV
1470,1680,352,Twenf Dedoe,79,Component Pouch,Gear,Cash app,7,25.0,2022-07-02 21:17:28,Japan,Tofyo,Walmart.com,204,Y,
1471,1681,549,Thinedi Igersimof,10,Chain Mail,Armor,Google pay,4,75.0,2022-08-12 2:16:27,Iran,Tehran,Hardhat.com,206,N,Insuffecient Funds
1472,1682,959,Blmesy Tyormerrp,25,Dart,Weapons,Apple pay,10,0.5,2022-03-13 12:53:00,United Kingdom,London,yeoldestore.com,204,N,Payment site timed out
1473,1683,373,Fiosortrin Dist,49,Longbow,Weapons,Souls of my Enemys,6,50.0,2022-07-28 20:48:10,China,Xinzhou,LarpersTrove.com,210,N,Insuffecient Souls
1474,1684,30,Ceyintost Alefoouth,86,Hammer,Gear,Credit Card,4,1.0,2022-04-08 12:31:27,India,Delhi,Amazon.com,219,Y,
1475,1685,325,Theninch Whet,41,Shortsword,Weapons,Apple pay,4,10.0,2022-03-18 17:11:51,Iraq,Baghdad,Hardhat.com,205,N,Insuffecient Funds
1476,1686,96,Acoi Cinofindit,104,Robes,Gear,Venmo,6,10.0,2022-01-30 17:25:55,Argentina,Buenos Aires,Hardhat.com,207,Y,
1477,1687,66,Utysuinde Inesizar,99,Hooded Lantern,Gear,Google pay,1,5.0,2022-04-29 01:41:58,China,Handan,Amazon.com,207,N,Failed to Authenticate buyer
1478,1688,80,Boptaknd Tureprgl,52,Alchemist's Fire (flask),Gear,Venmo,4,50.0,2022-06-25 20:07:50,China,Suihua,Walmart.com,208,N,Failed to Authenticate buyer
1479,1689,534,Rsime Iofindsthe,77,Fine Clothes,Gear,Google pay,8,150.0,2022-08-16 06:54:11,India,Mumbai,Blacksmithery.com,208,N,Failed to Authenticate buyer
1480,1690,953,Sioutol Shtya,103,Rations (1 day),Gear,Venmo,5,5.0,2022-04-02 15:30:05,China,Hengyang,Blacksmithery.com,209,N,Payment site timed out
1481,1691,958,Meton Dan,8,Half Plate,Armor,Cash app,6,750.0,2022-05-09 12:45:24,China,Shangqiu,LarpersTrove.com,205,N,Failed to Authenticate buyer
1482,1692,673,Acoron Onumysithi,14,Club,Weapons,Venmo,9,1.0,2022-05-24 13:51:27,United States,Orlando,LarpersTrove.com,210,Y,
1483,1693,729,Capran Aiouno,96,Ink Pen,Gear,Google pay,8,0.2,2022-06-15 04:31:14,United States,Dallas,LarpersTrove.com,209,N,Payment site timed out
1484,1694,131,Iesendic Inayof,99,Hooded Lantern,Gear,Apple pay,1,5.0,2022-05-08 15:15:18,Chile,Santiago,Blacksmithery.com,206,N,Insuffecient Funds
1485,1695,357,Cighalshe Ssts,23,Spear,Weapons,Google pay,6,10.0,2022-03-06 06:00:44,United States,San Francisco,Amazon.com,210,N,Payment site timed out
1486,1696,157,Ityofodo Therithas,94,Hunting Trap,Gear,Souls of my Enemys,5,5.0,2022-07-22 08:21:11,China,Xinyang,Amazon.com,211,Y,
1487,1697,436,Cindie Wnthamad,9,Ring Mail,Armor,Apple pay,9,30.0,2022-07-23 17:35:46,United States,New York,Amazon.com,207,Y,
1488,1699,307,Bogisi Vesil,8,Half Plate,Armor,Apple pay,3,750.0,2022-08-06 06:46:52,China,Jiangguanchi,Walmart.com,208,N,Insuffecient Funds
1489,1700,58,Atai Marinss,42,Trident,Weapons,Cash app,4,5.0,2022-01-23 08:05:20,United States,New York,yeoldestore.com,206,Y,
1490,1702,521,Uiv Aro,68,Bucket,Gear,Cash app,3,1.5,2022-01-24 11:01:40,United States,Miami,LarpersTrove.com,207,N,Failed to Authenticate buyer
1491,1703,479,Indendedit Flin,68,Bucket,Gear,Souls of my Enemys,1,1.5,2022-08-13 06:20:39,South Korea,Seoul,LarpersTrove.com,212,N,What is this; Why is it screaming
1492,1704,957,Mpmendu Dindly,51,Acid (vial),Gear,Venmo,4,25.0,2022-07-03 07:20:59,China,Nanyang,Blacksmithery.com,211,Y,
1493,1705,778,Ulven Edoweeri,79,Component Pouch,Gear,Credit Card,9,25.0,2022-07-27 12:32:18,United States,Chicago,Walmart.com,220,Y,
1494,1706,86,Weshedora Arssoontw,85,Grappling Hook,Gear,Google pay,1,2.0,2022-07-17 08:29:31,Australia,Melbourne,yeoldestore.com,212,N,Payment site timed out
1495,1707,45,Wegesctofo Thead,13,Shield,Armor,Cash app,1,10.0,2022-05-14 18:20:21,Mexico,Mexico City,Walmart.com,208,N,Failed to Authenticate buyer
1496,1708,252,Apalouthe Jawepyma,20,Mace,Weapons,Venmo,4,5.0,2022-06-04 12:35:28,Japan,Tokyo,LarpersTrove.com,212,Y,
1497,1709,649,Horse Rumati,17,Handaxe,Weapons,Cash app,3,5.0,2022-04-22 20:17:07,Bangladesh,Dhaka,Walmart.com,209,N,Payment site timed out
1498,1711,82,Hesoli Slathicc,4,Hide,Armor,Apple pay,1,10.0,2022-05-30 16:19:44,China,Hengyang,Etsy.com,209,N,Insuffecient Funds
1499,1712,46,Teetuly Oseri,49,Longbow,Weapons,Souls of my Enemys,6,50.0,2022-01-15 10:13:42,France,Paris,Etsy.com,213,Y,
1500,1713,527,Cecoss Gedi,75,Common Clothes,Gear,Venmo,8,5.0,2022-06-17 14:02:27,Indonesia,Depok,Amazon.com,213,Y,
1501,1715,882,Wecell Foju,94,Hunting Trap,Gear,Cash app,9,5.0,2022-02-26 09:01:07,China,Shijiazhuang,Walmart.com,212,Y,
1502,1717,567,Acomeh Heio,70,Candle,Gear,Gift card,3,1.0,2022-07-15 01:38:26,United States,Los Angeles,Amazon.com,230,Y,
1503,1718,398,Uther Erowio,76,Costume Clothes,Gear,Paypal,2,15.0,2022-08-13 17:26:15,China,Guangzhou,Hardhat.com,201,N,Failed to Authenticate buyer
1504,1719,395,Arthensewh Mphe,10,Chain Mail,Armor,Souls of my Enemys,7,75.0,2022-08-05 02:15:29,United States,Los Angeles,Blacksmithery.com,214,N,What is this; Why is it screaming
1505,1720,756,Ari Atherke,1,Padded,Armor,Souls of my Enemys,6,5.0,2022-04-03 10:09:49,United States,Louisville,Blacksmithery.com,215,N,What is this; Why is it screaming
1506,1721,249,Oungusera Amewantil,79,Component Pouch,Gear,Gift card,2,25.0,2022-05-31 03:13:51,Japan,Nagoya,LarpersTrove.com,231,N,Insuffecient Funds
1507,1722,459,Eeve Mur,85,Grappling Hook,Gear,Paypal,1,2.0,2022-04-06 07:47:44,India,Mumbai,Walmart.com,202,N,Failed to Authenticate buyer
1508,1723,391,Ithens Tsinc,107,Torch,Gear,Paypal,2,1.0,2022-04-06 11:08:40,China,Nanchang,Walmart.com,203,Y,
1509,1724,70,Ryousl Hiomont,106,Spellbook,Gear,Souls of my Enemys,1,50.0,2022-02-19 22:23:46,Egypt,Cairo,Walmart.com,216,Y,
1510,1725,718,Thtart Grrgeceav,71,Chain (10 ft),Gear,Google pay,9,5.0,2022-02-04 12:38:11,United States,Phoenix,Hardhat.com,214,Y,
1511,1726,646,Arkey Titsortha,96,Ink Pen,Gear,Venmo,2,0.2,2022-03-11 09:19:53,China,Taiyuan,Hardhat.com,214,Y,
1512,1727,124,Surrsur Rdurt,85,Grappling Hook,Gear,Paypal,7,2.0,2022-06-02 04:42:32,Saudi Arabia,Jeddah,yeoldestore.com,204,N,Failed to Authenticate buyer
1513,1730,844,Reaion Fra,11,Splint,Armor,Gift card,3,200.0,2022-05-17 09:11:36,United States,Miami,Etsy.com,232,N,Payment site timed out
1514,1731,47,Latizescou Wetons,16,Greatclub,Weapons,Apple pay,9,2.0,2022-04-11 17:07:20,China,Ningde,Hardhat.com,210,Y,
1515,1732,12,Onthi The,89,Amulet (Holy Symbol),Gear,Apple pay,9,5.0,2022-05-10 10:52:16,United States,Salt Lake City,yeoldestore.com,211,Y,
1516,1733,11,Wandef Bld,81,Sprig of Mistletoe (Druidic Focus),Gear,Gift card,9,1.0,2022-03-02 17:31:13,Indonesia,Jakarta,Hardhat.com,233,N,Failed to Authenticate buyer
1517,1736,230,Phiateal Orer,28,Battleaxe,Weapons,Apple pay,4,10.0,2022-04-10 21:00:42,Mongolia,Ulaanbaatar,Amazon.com,213,N,Failed to Authenticate buyer
1518,1737,167,But Isinti,16,Greatclub,Weapons,Gift card,6,2.0,2022-05-02 6:41:04,Japan,Ōsaka,yeoldestore.com,234,Y,
1519,1738,347,Hendei Ath,75,Common Clothes,Gear,Credit Card,3,5.0,2022-04-27 05:37:28,United States,Miami,Etsy.com,221,N,Failed to Authenticate buyer
1520,1739,708,Trandit Oseweme,93,Hourglass,Gear,Credit Card,9,25.0,2022-02-17 22:32:38,Peru,Lima,Walmart.com,222,N,Card Type Not Supported
1521,1740,946,Pinduate Sangi,13,Shield,Armor,Paypal,5,10.0,2022-03-02 15:15:39,China,Tongshan,Hardhat.com,206,N,Insuffecient Funds
1522,1741,424,Anderis Appuccu,46,Blowgun,Weapons,Credit Card,6,10.0,2022-03-18 20:56:32,China,Weifang,Etsy.com,223,Y,
1523,1742,161,Serurryl Orinc,85,Grappling Hook,Gear,Paypal,4,2.0,2022-01-02 05:40:25,United States,Houston,Amazon.com,207,Y,
1524,1744,451,Aven Onomoma,3,Studded Leather,Armor,Paypal,10,45.0,2022-08-07 14:19:35,United States,New York,LarpersTrove.com,208,Y,
1525,1745,326,Dssim Giemp,58,Crystal (Arcane Focus),Gear,Venmo,6,10.0,2022-02-21 19:51:45,United States,Atlanta,Blacksmithery.com,215,Y,
1526,1746,156,Mofep Thi,70,Candle,Gear,Cash app,6,1.0,2022-07-19 21:26:19,India,Delhi,Etsy.com,214,Y,
1527,1748,497,Pese Worow,3,Studded Leather,Armor,Venmo,2,45.0,2022-07-17 11:14:35,China,Guangzhou,Amazon.com,216,N,Insuffecient Funds
1528,1749,953,Sioutol Shtya,61,Staff (Arcane Focus),Gear,Google pay,8,5.0,2022-07-24 07:37:21,China,Hengyang,yeoldestore.com,216,Y,
1529,1750,213,Area Yneran,98,Bullseye Lantern,Gear,Paypal,3,10.0,2022-06-10 04:58:52,Argentina,Rosario,Walmart.com,209,Y,
1530,1751,513,Bioofitef Nsthe,19,Light Hammer,Weapons,Souls of my Enemys,5,2.0,2022-02-28 14:00:56,United States,Chicago,Hardhat.com,217,N,What is this; Why is it screaming
1531,1752,194,Ours Thatif,85,Grappling Hook,Gear,Gift card,1,2.0,2022-06-10 20:26:20,China,Guangyuan,Blacksmithery.com,236,Y,
1532,1753,291,Thored Eic,31,Greataxe,Weapons,Apple pay,4,50.0,2022-04-19 11:33:44,United States,New York,Blacksmithery.com,214,N,Insuffecient Funds
1533,1754,695,Fondeng Iopokeo,54,Blowgun Needles (50),Gear,Cash app,10,10.0,2022-06-02 03:10:55,United States,New York,Etsy.com,215,Y,
1534,1755,248,Olysp Sereca,90,Emblem (Holy Symbol),Gear,Venmo,7,5.0,2022-03-22 17:57:05,China,Chongqing,LarpersTrove.com,217,N,Payment site timed out
1535,1756,264,Eusin Heaco,48,Heavy Crossbow,Weapons,Venmo,8,50.0,2022-07-29 05:23:49,United States,Chicago,Etsy.com,218,N,Payment site timed out
1536,1757,530,Ipparen Lanofofer,8,Half Plate,Armor,Google pay,5,750.0,2022-07-04 07:13:00,China,Shanghai,LarpersTrove.com,217,Y,
1537,1758,44,Therseen Luren,97,Lamp,Gear,Gift card,6,5.0,2022-06-10 07:55:54,Angola,Los Angeles,Hardhat.com,237,Y,
1538,1759,614,Tons Athexar,49,Longbow,Weapons,Gift card,10,50.0,2022-07-19 20:53:19,India,Delhi,LarpersTrove.com,238,Y,
1539,1760,591,Cetha Owemionsi,103,Rations (1 day),Gear,Venmo,10,5.0,2022-02-15 09:35:10,Russia,Saint Petersburg,Amazon.com,219,Y,
1540,1761,156,Mofep Thi,58,Crystal (Arcane Focus),Gear,Google pay,6,10.0,2022-06-03 17:07:33,India,Delhi,Blacksmithery.com,218,N,Failed to Authenticate buyer
1541,1763,739,Ldem Ino,102,Potion of Healing,Gear,Google pay,2,50.0,2022-01-25 12:02:52,China,Xianyang,Walmart.com,219,N,Failed to Authenticate buyer
1542,1764,916,Por Tanenss,13,Shield,Armor,Cash app,6,10.0,2022-06-13 07:48:00,Morocco,Casablanca,Etsy.com,216,N,Failed to Authenticate buyer
1543,1765,528,Felld Tonsimes,78,Traveler's Clothes,Gear,Credit Card,9,20.0,2022-06-12 19:44:21,Vietnam,Ho Chi Minh City,LarpersTrove.com,226,N,Failed to Authenticate buyer
1544,1767,44,Therseen Luren,101,Basic Poison (Vial),Gear,Paypal,7,100.0,2022-05-22 17:08:38,Angola,Los Angeles,LarpersTrove.com,210,N,Payment site timed out
1545,1768,651,Mameto Feyecang,48,Heavy Crossbow,Weapons,Cash app,2,50.0,2022-05-11 04:07:41,Thailand,Bangkok,Hardhat.com,217,Y,
1546,1769,658,Enteceso Frenandst,10,Chain Mail,Armor,Souls of my Enemys,2,75.0,2022-06-13 10:09:40,Indonesia,Jakarta,yeoldestore.com,218,N,Insuffecient Souls
1547,1770,243,Fio Pepreray,11,Splint,Armor,Gift card,7,200.0,2022-05-17 21:35:50,China,Linyi,LarpersTrove.com,239,Y,
