order_id,customer_id,customer_name,product_id,product_name,product_category_main,product_category_sub,         product_category_sub_sub,payment_type,qty,price,datetime,country,city,e-commerce_website_name,payment_tnx_success,failure_reason
5948532,301905,  Kurt Bogisich,298107879, Bondi Sands Liquid Gold Tan Oil 270Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Card,1,15, 2021-10-04 10:05:41,  UK,  London, Tesco, Y, 
5948533,301905,  Kurt Bogisich,298107879, Bondi Sands Liquid Gold Tan Oil 270Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Card,1,15, 2021-10-04 10:05:41,  UK,  London, Tesco, Y, 
5948534,875953,  Codie Boyer,261841152,Loss Free Brush 2,  Home & Ents ,  DIY & Car Care ,  DIY, Card,1,2, 2021-07-16 17:27:59,  UK,  Battle Hill, Tesco, Y, 
5948535,33746,  Adin Ortiz,308275829, Talking Tables Confetti Ballons Pastel,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,7,2, 2021-12-11 20:08:01,  UK,  Chathom, Amazon, Y, 
5948536,724299,  Milagros Pfeffer,293097760,Carded Ocean Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,6,1, 2021-08-09 19:27:19,  UK,  Accrington, Tesco, Y, 
5948537,273152,  Nicola Haag,285281754, Unibond Aero 360 Moisture Absorber,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,15, 2021-11-16 16:24:39,  UK,  London, Tesco, Y, 
5948538,273152,  Nicola Haag,285281754, Unibond Aero 360 Moisture Absorber,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,15, 2021-11-16 16:24:39,  UK,  London, Tesco, Y, 
5948539,799217,  Marylee Crona,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,9,3, 2021-10-28 10:55:50,  Ireland,  Dublin, Tesco, Y, 
5948540,701333,  Marta Ratke,261841117,Loss Free Brush 1,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,1.5, 2021-03-16 14:17:37,  UK,  London, Tesco, Y, 
5948541,701333,  Marta Ratke,261841117,Loss Free Brush 1,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,1.5, 2021-03-16 14:17:37,  UK,  London, Tesco, Y, 
5948542,659160,  Brisa Wuckert,295335671,Multi Purpose Silicon Sealant 300Ml,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,3, 2021-06-23 13:29:31,  UK,  Chathom, Tesco, Y, 
5948543,801557,  Fran Deckow,250090987, Jelly Belly Air Freshener Very Cherry,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,4,2.75, 2021-07-27 14:35:53,  UK,  Chathom, Tesco, Y, 
5948544,352253,  Gena Lueilwitz,305254307, Skinny Tan Gradual Tanner 125Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Card,4,15, 2021-12-10 12:15:46,  UK,  London, Tesco, Y, 
5948545,352253,  Gena Lueilwitz,305254307, Skinny Tan Gradual Tanner 125Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Card,4,15, 2021-12-10 12:15:46,  UK,  London, Tesco, Y, 
5948546,959117,  Vivien Grant,295335665,Decorating Caulk 300Ml,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,1,1.5, 2021-12-11 12:21:57,  UK,  London, Amazon, N,Authentication error
5948547,959117,  Vivien Grant,295335665,Decorating Caulk 300Ml,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,1,1.5, 2021-12-11 12:21:57,  UK,  London, Amazon, N,Authentication error
5948548,481998,  Wellington Hagenes,261841152,Loss Free Brush 2,  Home & Ents ,  DIY & Car Care ,  DIY, Card,5,2, 2021-11-15 19:02:15,  UK,  Chelmsford, Tesco, Y, 
5948549,315815,  Cleave Blanda,272481543, Simoniz Microfibre Wash Mitt,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,6,4, 2021-12-14 14:48:05,  UK,  London, Aldi, Y, 
5948550,315815,  Cleave Blanda,272481543, Simoniz Microfibre Wash Mitt,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,6,4, 2021-12-14 14:48:05,  UK,  London, Aldi, Y, 
5948551,103039,  Deonte Wisoky,297347354, Command Decorate Clip Value Pack 40 Clips 48 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,5.5, 2021-07-04 18:46:43,  UK,  London, Tesco, Y, 
5948552,103039,  Deonte Wisoky,297347354, Command Decorate Clip Value Pack 40 Clips 48 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,5.5, 2021-07-04 18:46:43,  UK,  London, Tesco, Y, 
5948553,412993,  Hana Donnelly,297391104, Master Lock 40Mm Black Aluminium Combination Padlock,  Home & Ents ,  DIY & Car Care ,  DIY, Card,5,9.5, 2021-04-18 13:04:22,  Ireland,  Dublin, Tesco, Y, 
5948554,518952,  Jasen Paucek,294518543, Duck Double Sided Interior Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,2.5, 2021-10-02 11:41:16,  UK,  Chathom, Tesco, Y, 
5948555,769886,  Zana Reilly,294347059,Carded Fresh Linen Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,1,1, 2021-11-07 12:05:29,  UK,  Chelmsford, Tesco, Y, 
5948556,604540,  Arrie Kshlerin,278911124, Castrol Mag 10W/40 1L,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,3,10, 2021-09-18 19:11:25,  Ireland,  Dublin, Tesco, Y, 
5948557,132427,  Draven Ullrich,285281472,15W40 Mineral Oil 2L,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,4,10, 2021-09-18 12:58:45,  UK,  Chathom, Tesco, Y, 
5948558,584388,  Mark Goodwin,304727171, Unicorn Figure Balloon,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,10,4, 2021-08-10 15:49:01,  Ireland,  Dublin, Tesco, Y, 
5948559,881698,  Judie Russel,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,6,3, 2021-09-12 12:11:13,  Ireland,  Dublin, Tesco, Y, 
5948560,30509,  Minda Gleason,295335642,All Purpose Ready Mixed Filler 750G Tub,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,2, 2021-11-13 13:06:15,  UK,  London, Tesco, N, Insufficient credit
5948561,30509,  Minda Gleason,295335642,All Purpose Ready Mixed Filler 750G Tub,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,2, 2021-11-13 13:06:15,  UK,  London, Tesco, N, Insufficient credit
5948562,97730,  Ned Gibson,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Electronic,6,3, 2021-12-23 16:38:30,  Ireland,  Cork, Aldi, Y, 
5948563,245133,  Jazmin Donnelly,305488029,Glass And Insect Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,1,1.5, 2021-11-13 10:39:07,  UK,  London, Tesco, Y, 
5948564,245133,  Jazmin Donnelly,305488029,Glass And Insect Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,1,1.5, 2021-11-13 10:39:07,  UK,  London, Tesco, Y, 
5948565,9035,  Alfonse Rowe,295450787, Urbii Aux Aux Cable,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,9,3, 2021-11-06 13:10:56,  Ireland,  Dublin, Amazon, Y, 
5948566,606388,  Carmine Morar,287778052,Y Peeler,  Home & Ents ,  Cooking & Dining ,  Kitchen Utensils, Card,1,1.5, 2021-03-20 15:05:46,  Ireland,  Dublin, Tesco, Y, 
5948567,39109,  Les Cassin,300840203, Redex Adblue 4Lt,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,3,6.5, 2021-04-19 20:05:18,  Ireland,  Cork, Tesco, Y, 
5948568,443310,  Sigmund Cummings,305144639, Dragon Mould Remover And Cleaner 3 In 1,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,3, 2021-10-23 18:36:00,  UK,  Chathom, Tesco, Y, 
5948569,754010,  Micheal Kuphal,291585461, Unibond Sealant Re-New,  Home & Ents ,  DIY & Car Care ,  DIY, Card,8,8, 2021-01-11 19:45:19,  UK,  Accrington, Tesco, Y, 
5948570,818375,  Meryl Dietrich,291528582, Yankee Candle Black Coconut Car Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,10,2.5, 2021-06-07 11:01:29,  UK,  London, Tesco, N, Insufficient credit
5948571,818375,  Meryl Dietrich,291528582, Yankee Candle Black Coconut Car Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,10,2.5, 2021-06-07 11:01:29,  UK,  London, Tesco, N, Insufficient credit
5948572,233452,  Fernand Cummings,287006981,Wood Preserver & Fence Care Brush,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,0.65, 2021-06-10 12:43:13,  Ireland,  Dublin, Tesco, Y, 
5948573,841188,  Goebel Daugherty,308307103, Womans Own,  Home & Ents ,  Newsagent & Tobacconist ,  Magazines, Electronic,5,1.4, 2021-12-14 15:04:07,  Hungary,  Debrecen, Mediamarkt, Y, 
5948574,749930,  Jaquan Rau,261840936,Loss Free 5 Pack Brush Set,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,6, 2021-11-28 16:18:42,  UK,  London, Tesco, N, Insufficient credit
5948575,749930,  Jaquan Rau,261840936,Loss Free 5 Pack Brush Set,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,6, 2021-11-28 16:18:42,  UK,  London, Tesco, N, Insufficient credit
5948576,600327,  Kirstin Lehner,304404357, Dettol Surface Cleanser Wipes 72S,  Household ,  Cleaning ,  Multipurpose & Antibacterial Cleaners, Card,10,2, 2021-07-10 11:12:27,  UK,  Chathom, Tesco, Y, 
5948577,211056,  Reed Purdy,308386653, Led Bottle Lights,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,7,4, 2021-05-04 17:24:05,  UK,  London, Tesco, Y, 
5948578,211056,  Reed Purdy,308386653, Led Bottle Lights,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,7,4, 2021-05-04 17:24:05,  UK,  London, Tesco, Y, 
5948579,932750,  Kala Hintz,308275047, Talking Tables Confetti Ballons Gold,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,2,2, 2021-10-09 12:37:04,  Czech Republic,  Czechia, alza.cz, Y, 
5948580,120050,  Marlys Beahan,295335671,Multi Purpose Silicon Sealant 300Ml,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,6,3, 2021-08-22 15:41:41,  Ireland,  Cork, Tesco, Y, 
5948581,709186,  Latasha Crist,252576076, Hardys Varietal Range Chardonnay 75Cl,  Drinks ,  Wine ,  White Wine, Electronic,6,6, 2021-12-04 08:48:23,  Hungary,  Budapest, Mediamarkt, Y, 
5948582,428455,  Hymen Donnelly,281079027,Jumbo Car Sponge,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,2,0.55, 2021-10-01 16:25:04,  Ireland,  Dublin, Tesco, Y, 
5948583,474666,  Kisha Gusikowski,306856193, Rose Gold Decoration Discs,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,9,2, 2021-05-21 11:29:12,  Ireland,  Limerick, Tesco, Y, 
5948584,974340,  Cephus Tremblay,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,2,3, 2021-09-22 10:11:55,  UK,  Accrington, Tesco, Y, 
5948585,112360,  Geno Shanahan,293058495, Unibond Bathroom Sealant Clear 300Ml,  Home & Ents ,  DIY & Car Care ,  DIY, Card,1,7, 2021-11-06 17:22:12,  Hungary,  Budapest, Amazon, Y, 
5948586,492072,  Dollye Nicolas,306056039, Command Matte Hook,  Home & Ents ,  DIY & Car Care ,  DIY, Card,8,6.5, 2021-12-08 12:22:32,  UK,  London, Tesco, Y, 
5948587,492072,  Dollye Nicolas,306056039, Command Matte Hook,  Home & Ents ,  DIY & Car Care ,  DIY, Card,8,6.5, 2021-12-08 12:22:32,  UK,  London, Tesco, Y, 
5948588,904139,  Cali Hansen,308386653, Led Bottle Lights,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,1,4, 2021-12-07 09:50:48,  UK,  Chathom, Amazon, Y, 
5948589,503036,  Zadie Abbott,289544372, Command Clear Utensil Hooks 3 Hook 4 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,2.5, 2021-11-06 08:27:54,  UK,  London, Tesco, Y, 
5948590,503036,  Zadie Abbott,289544372, Command Clear Utensil Hooks 3 Hook 4 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,2.5, 2021-11-06 08:27:54,  UK,  London, Tesco, Y, 
5948591,501013,  Kelby Lemke,291640753, Gorilla Epoxy 25Ml,  Home & Ents ,  DIY & Car Care ,  DIY, Card,8,5, 2021-06-03 10:39:41,  UK,  Chathom, Tesco, Y, 
5948592,617184,  Armstead Ratke,300863118, Bondi Sands 1 Hour Express Foam 225Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Card,10,18.99, 2021-04-16 20:11:11,  UK,  Chathom, Tesco, Y, 
5948593,144282,  Adonis Nikolaus,306854206,Snakes & Ladders Travel Game,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,7,2, 2021-12-27 14:19:11,  Ireland,  Galway, Amazon, Y, 
5948594,825033,  Rebecca Waelchi,305488071,Upholstery Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,9,2, 2021-11-14 15:43:40,  Ireland,  Dublin, Tesco, Y, 
5948595,988103,  Lori Kilback,306856193, Rose Gold Decoration Discs,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,9,2, 2021-04-20 14:15:26,  Ireland,  Dublin, Tesco, Y, 
5948596,4755,  Graves Mayert,306854264,Neon Balloons 10 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,3,1.25, 2021-11-14 15:23:38,  UK,  Chelmsford, Tesco, Y, 
5948597,565503,  Lulla Mertz,294775796,180Mm Combination Pliers,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,4, 2021-02-24 18:24:47,  Ireland,  Galway, Tesco, Y, 
5948598,285625,  Christen Bayer,308931158, Fox & Ivy Chantilly Dipping Bowl,  Home & Ents ,  Cooking & Dining ,  Tableware, Card,6,2.5, 2021-06-19 17:10:22,  UK,  London, Tesco, N, Expired
5948599,285625,  Christen Bayer,308931158, Fox & Ivy Chantilly Dipping Bowl,  Home & Ents ,  Cooking & Dining ,  Tableware, Card,6,2.5, 2021-06-19 17:10:22,  UK,  London, Tesco, N, Expired
5948600,13994,  Korey Bergnaum,308289618, Rainbow Chunky Ring 4 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Electronic,3,3, 2021-12-22 17:37:33,  UK,  Chathom, Amazon, Y, 
5948601,867525,  Staci Lesch,293097799,Carded New Car Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,6,1, 2021-10-28 10:42:43,  Slovakia,  Bratislava, bazos.sk, Y, 
5948602,19439,  Littie Considine,279669599, Command White Wire Hooks 2 Pack,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,3, 2021-05-19 15:30:59,  Ireland,  Dublin, Tesco, Y, 
5948603,162362,  Laurel Huels,304404357, Dettol Surface Cleanser Wipes 72S,  Household ,  Cleaning ,  Multipurpose & Antibacterial Cleaners, Card,5,2, 2021-10-25 11:44:22,  UK,  London, Tesco, Y, 
5948604,162362,  Laurel Huels,304404357, Dettol Surface Cleanser Wipes 72S,  Household ,  Cleaning ,  Multipurpose & Antibacterial Cleaners, Card,5,2, 2021-10-25 11:44:22,  UK,  London, Tesco, Y, 
5948605,831530,  Felipa Spinka,297391093, Master Lock 40Mm Padlock Hardend Steel Shackle,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,6, 2021-12-21 18:55:06,  UK,  Chathom, Tesco, Y, 
5948606,171035,  Tyrell Kuhic,281078817, Yankee Candle Black Cherry Car Jar Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,10,2.5, 2021-01-01 20:47:57,  Hungary,  Budapest, Tesco, Y, 
5948607,359631,  Olaf Witting,304344698, Pinata Stick And Mask,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Electronic,2,2, 2021-12-10 13:09:34,  Hungary,  Gyor, Mediamarkt, Y, 
5948608,359631,  Olaf Witting,304344698, Pinata Stick And Mask,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Electronic,2,2, 2021-12-10 13:09:34,  Hungary,  Gyor, Mediamarkt, Y, 
5948609,224620,  Gilberto Wiegand,261841117,Loss Free Brush 1,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,1.5, 2021-01-09 15:04:58,  Hungary,  Budapest, Tesco, Y, 
5948610,34601,  Wava Hayes,289544372, Command Clear Utensil Hooks 3 Hook 4 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,2.5, 2021-06-03 17:42:27,  Hungary,  Budapest, Tesco, N, CVV
5948611,561618,  Brogan Schamberger,305488059,Tyre And Bumper Shine 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,5,2, 2021-12-05 12:40:23,  Ireland,  Limerick, Tesco, Y, 
5948612,74767,  Makala Maggio,305232783,Microfibre Towel 220Gsm 70X70,  Home & Ents ,  DIY & Car Care ,  Car Care, Electronic,9,2, 2021-12-15 17:47:14,  UK,  Chathom, Aldi, Y, 
5948613,998194,  Ebony Jakubowski,254890339, Cadbury Hot Chocolate Cocoa Powder 250G,  Drinks ,  Hot Chocolate & Malted Drinks ,  Hot Chocolate & Cocoa, Card,6,2, 2021-12-21 16:47:51,  UK,  London, Tesco, N, Insufficient credit
5948614,998194,  Ebony Jakubowski,254890339, Cadbury Hot Chocolate Cocoa Powder 250G,  Drinks ,  Hot Chocolate & Malted Drinks ,  Hot Chocolate & Cocoa, Card,6,2, 2021-12-21 16:47:51,  UK,  London, Tesco, N, Insufficient credit
5948615,318070,  Juanita Wilderman,305488042,Wheel Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,3,2, 2021-05-19 18:48:25,  Ireland,  Cork, Tesco, Y, 
5948616,150767,  Merlene Howell,289544372, Command Clear Utensil Hooks 3 Hook 4 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Electronic,4,2.5, 2021-12-27 16:58:49,  Ireland,  Galway, Aldi, Y, 
5948617,295819,  Faith Dare,294347059,Carded Fresh Linen Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,4,1, 2021-05-05 15:35:28,  Czech Republic,  Brno, Amazon, Y, 
5948618,924642,  Reino Steuber,259073458, Little Tree Black Ice,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,2,1.5, 2021-02-15 15:21:58,  Hungary,  Budapest, Tesco, Y, 
5948619,713475,  Tatyanna OKon,305251472, Skinny Tan Moisture Mousse Express 150Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Electronic,6,28, 2021-12-09 10:45:23,  Czech Republic,  Czechia, bazos, Y, 
5948620,24280,  Brandin Hartmann,304404357, Dettol Surface Cleanser Wipes 72S,  Household ,  Cleaning ,  Multipurpose & Antibacterial Cleaners, Card,9,2, 2021-12-25 08:26:02,  UK,  London, Tesco, Y, 
5948621,24280,  Brandin Hartmann,304404357, Dettol Surface Cleanser Wipes 72S,  Household ,  Cleaning ,  Multipurpose & Antibacterial Cleaners, Card,9,2, 2021-12-25 08:26:02,  UK,  London, Tesco, Y, 
5948622,220217,  Adriel Heaney,291585461, Unibond Sealant Re-New,  Home & Ents ,  DIY & Car Care ,  DIY, Card,8,8, 2021-03-25 20:16:59,  Ireland,  Galway, Tesco, Y, 
5948623,259724,  Kaden Cruickshank,285281472,15W40 Mineral Oil 2L,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,1,10, 2021-11-05 18:38:59,  Ireland,  Galway, Tesco, Y, 
5948624,363439,  Casey Haag,276554941, Master Lock Excel 45Mm Padlock,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,10, 2021-10-28 18:34:26,  UK,  Accrington, Tesco, Y, 
5948625,932110,  Adrian Johns,289544372, Command Clear Utensil Hooks 3 Hook 4 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2.5, 2021-02-28 20:24:54,  UK,  London, Tesco, Y, 
5948626,932110,  Adrian Johns,289544372, Command Clear Utensil Hooks 3 Hook 4 Strips,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2.5, 2021-02-28 20:24:54,  UK,  London, Tesco, Y, 
5948627,870716,  Patrica Jakubowski,279669599, Command White Wire Hooks 2 Pack,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,3, 2021-12-20 14:24:40,  UK,  Chathom, Tesco, Y, 
5948628,965901,  Benjamin Volkman,303099684, Dragon Universal All Purpose Filler 330G,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,3, 2021-01-09 20:27:59,  Ireland,  Limerick, Tesco, Y, 
5948629,807327,  Starla Davis,308750821, Rainbow Bouncy Putty,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,1,2, 2021-06-12 08:26:48,  Czech Republic,  Czechia, Amazon, Y, 
5948630,81700,  Jaclyn Wolff,304356626, Crayons Party Bag 6 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,10,2, 2021-12-17 13:54:35,  UK,  Chathom, Amazon, Y, 
5948631,129061,  Gaetano Donnelly,284350409, Unibond Triple Protection Grout Reviver,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,6, 2021-10-13 20:39:39,  UK,  Chelmsford, Tesco, Y, 
5948632,943323,  Krystle Lebsack,305488029,Glass And Insect Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,9,1.5, 2021-07-27 15:11:52,  UK,  London, Tesco, Y, 
5948633,943323,  Krystle Lebsack,305488029,Glass And Insect Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,9,1.5, 2021-07-27 15:11:52,  UK,  London, Tesco, Y, 
5948634,140725,  Iverson Schmeler,272206744, Sudocrem Antiseptic Healing Cream 60G,  Baby ,  Baby & Toddler Toiletries ,  Nappy Cream, Wallet,2,2, 2021-12-25 20:56:29,  UK,  Chathom, Amazon, Y, 
5948635,845753,  Gianni Carter,287525732, Simoniz Matte Dashboard Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,7,3, 2021-10-26 12:06:45,  Ireland,  Dublin, Tesco, Y, 
5948636,595157,  Corina Jerde,295450787, Urbii Aux Aux Cable,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,9,3, 2021-12-02 19:15:26,  UK,  Chelmsford, Amazon, Y, 
5948637,63559,  Milly Boyer,293099336,8Oz Stubby Claw Hammer,  Home & Ents ,  DIY & Car Care ,  DIY, Electronic,1,3, 2021-12-23 19:08:27,  UK,  Chathom, Amazon, Y, 
5948638,237691,  Brayan Satterfield,285281472,15W40 Mineral Oil 2L,  Home & Ents ,  DIY & Car Care ,  Car Care, Electronic,2,10, 2021-12-09 17:54:41,  Ireland,  Cork, Amazon, Y, 
5948639,748590,  Kyra Mohr,297347325, Gorilla Tape Handy Roll 9Mtr,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,3, 2021-03-01 09:18:00,  Ireland,  Galway, Tesco, Y, 
5948640,467056,  Daxton Bradtke,261840936,Loss Free 5 Pack Brush Set,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,6, 2021-01-04 11:33:23,  UK,  Chelmsford, Tesco, Y, 
5948641,894049,  Crissy Schamberger,293097373,Funnel,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2, 2021-09-03 11:45:27,  UK,  London, Tesco, N, Expired
5948642,894049,  Crissy Schamberger,293097373,Funnel,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2, 2021-09-03 11:45:27,  UK,  London, Tesco, N, Expired
5948643,390396,  Lum Cummerata,295335642,All Purpose Ready Mixed Filler 750G Tub,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,10,2, 2021-12-15 14:11:31,  Ireland,  Limerick, Amazon, Y, 
5948644,262809,  Tori Veum,297391104, Master Lock 40Mm Black Aluminium Combination Padlock,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,9.5, 2021-02-11 11:55:13,  Ireland,  Galway, Tesco, Y, 
5948645,934115,  Staci Lueilwitz,284350409, Unibond Triple Protection Grout Reviver,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,6, 2021-05-11 14:12:23,  Ireland,  Galway, Tesco, Y, 
5948646,334392,  Amara Quitzon,291528616, Yankee Candle Midsummers Night Vent Car Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Electronic,10,5, 2021-12-04 08:54:52,  Czech Republic,  Czechia, bazos, Y, 
5948647,859966,  Tanya Shanahan,308121967, Pink Balloon Arch 60 Balloons,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,9,10, 2021-03-12 18:01:37,  Ireland,  Dublin, Tesco, Y, 
5948648,949194,  Winfred Grant,276602666, Edinburgh Gin 70Cl,  Drinks ,  Spirits ,  Gin, Card,5,28, 2021-03-10 20:08:22,  Ireland,  Limerick, Tesco, Y, 
5948649,451237,  Skyla Hills,302997089, Guitar Party Glasses,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,3,2.5, 2021-08-16 10:10:45,  Ireland,  Cork, Tesco, Y, 
5948650,493163,  Marcia Streich,293178560,Microfibre Glass Cloth,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,3.5, 2021-11-06 19:22:44,  UK,  Battle Hill, Tesco, Y, 
5948651,963715,  Pate Labadie,297391093, Master Lock 40Mm Padlock Hardend Steel Shackle,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,6, 2021-10-27 20:15:58,  Czech Republic,  Brno, alza.cz, Y, 
5948652,68487,  Brennen Harris,250126336,Numerical Candle 5,  Home & Ents ,  Party Decorations & Party Supplies ,  Birthday Candles, Card,9,0.6, 2021-04-27 19:33:39,  UK,  Chelmsford, Tesco, Y, 
5948653,124442,  Lorrayne Mertz,301682780, Aromatherapy Hawaii Can Cherry,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,7,3, 2021-12-25 10:57:07,  Ireland,  Dublin, Aldi, Y, 
5948654,239332,  Alexande Cronin,308289624, Bee Pom Pom Pens,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,6,1.5, 2021-11-02 10:23:12,  UK,  Chelmsford, Tesco, Y, 
5948655,207674,  Zaid Wiza,297347331, Gorilla Clear Repair Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,8.5, 2021-12-05 08:09:11,  UK,  Chelmsford, Tesco, Y, 
5948656,5029,  Janeen Abshire,300863118, Bondi Sands 1 Hour Express Foam 225Ml,  Health & Beauty ,  Body Skincare ,  Fake Tan, Card,7,18.99, 2021-11-27 19:09:38,  UK,  Battle Hill, Tesco, Y, 
5948657,835826,  Alys Strosin,304717897, Redex 5W-30 Peugeot & Citroen 2L,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,9,16, 2021-12-19 19:21:07,  UK,  Chathom, Amazon, Y, 
5948658,30048,  Makai Collins,306854206,Snakes & Ladders Travel Game,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,4,2, 2021-11-04 11:47:35,  UK,  Chathom, Tesco, Y, 
5948659,575463,  Jase Bailey,297347331, Gorilla Clear Repair Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,8.5, 2021-09-04 16:43:23,  Ireland,  Dublin, Tesco, Y, 
